序号,文件名,本地路径,发布人,发布时间,发布内容,评论数,评论内容
136,E359708E-26DB-46A6-8F4E-64CDA1CF179A_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/E359708E-26DB-46A6-8F4E-64CDA1CF179A_big.jpg,弦卷心的Tourbillon Sm,2026年04月07日 21:27,"东京fufuふふ
东京旗舰，体感比hoshinoya好，在东京银座这个位置能有如此大的房间，Chanel旁边HW楼上，最小60最大180，总共34间房，简直了。
并且小零食，类似酒廊都顶层酒吧都很不错…虽然看得出来没有什么做高端酒店的经验，但是总体来说给的各种无限量可薅零食和备品的水平，还是毫不吝啬，每日从热海的運び湯也是卖点。",0,
137,0845B320-544A-4470-BB34-D1C8ADD61C19_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/0845B320-544A-4470-BB34-D1C8ADD61C19_big.jpg,弦卷心的Tourbillon Sm,2026年04月07日 21:27,"东京fufuふふ
东京旗舰，体感比hoshinoya好，在东京银座这个位置能有如此大的房间，Chanel旁边HW楼上，最小60最大180，总共34间房，简直了。
并且小零食，类似酒廊都顶层酒吧都很不错…虽然看得出来没有什么做高端酒店的经验，但是总体来说给的各种无限量可薅零食和备品的水平，还是毫不吝啬，每日从热海的運び湯也是卖点。",0,
138,B9E76919-43D4-44A7-8566-55795EABCD2F_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/B9E76919-43D4-44A7-8566-55795EABCD2F_big.jpg,弦卷心的Tourbillon Sm,2026年04月07日 21:27,"东京fufuふふ
东京旗舰，体感比hoshinoya好，在东京银座这个位置能有如此大的房间，Chanel旁边HW楼上，最小60最大180，总共34间房，简直了。
并且小零食，类似酒廊都顶层酒吧都很不错…虽然看得出来没有什么做高端酒店的经验，但是总体来说给的各种无限量可薅零食和备品的水平，还是毫不吝啬，每日从热海的運び湯也是卖点。",0,
139,247BFBD0-297A-466B-A200-11612F9C3F7A_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/247BFBD0-297A-466B-A200-11612F9C3F7A_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
140,0F5D5FDA-AC60-476D-ACBB-9A3C5E1FDCE2_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/0F5D5FDA-AC60-476D-ACBB-9A3C5E1FDCE2_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
141,C2B2F498-CEC6-456D-8D69-E689C8AB12EC_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/C2B2F498-CEC6-456D-8D69-E689C8AB12EC_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
142,8C83AF42-48DA-47C3-81C8-21EE9FF65BFB_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/8C83AF42-48DA-47C3-81C8-21EE9FF65BFB_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
143,11C8591A-B851-48B1-85A3-3A53E7E1BD4F_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/11C8591A-B851-48B1-85A3-3A53E7E1BD4F_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
144,A9497A21-D3E1-49A4-9D91-4DFC4387DBC0_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/A9497A21-D3E1-49A4-9D91-4DFC4387DBC0_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
145,3E261202-DAA0-4061-B27D-E25227616093_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/3E261202-DAA0-4061-B27D-E25227616093_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
146,5A9B5035-798A-4DF6-82D0-2A381AC1E9C9_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/5A9B5035-798A-4DF6-82D0-2A381AC1E9C9_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
147,E373B4D9-FF0E-4700-AFFB-A5C99DD0A64A_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/E373B4D9-FF0E-4700-AFFB-A5C99DD0A64A_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
148,4F411C6F-75F2-44EB-87C2-0F13F8F968DF_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/4F411C6F-75F2-44EB-87C2-0F13F8F968DF_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
149,CA8FDC61-FE44-4160-972A-341BB5CEB4DB_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/CA8FDC61-FE44-4160-972A-341BB5CEB4DB_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
150,4BFD9377-8D4A-4AEA-89E3-4A73C787B95A_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/4BFD9377-8D4A-4AEA-89E3-4A73C787B95A_big.jpg,弦卷心的Tourbillon Sm,2026年04月10日 23:09,"Aman new york
纽约地雷阵大车店中还行的一家，两个酒吧，一个意大利餐厅一个日系餐厅，篝火元素，抛开价格不谈的话。不考虑性价比的话。
价格差不多是giri的一半和东京aman差不多，属于是命题作文的另一篇了，东京是KH的日系ryokan命题作文，纽约是JMG的日系ryokan命题作文，但两者采用的元素不同。",0,
151,8824ABCB-C714-458E-B685-0482E5466AFA_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/8824ABCB-C714-458E-B685-0482E5466AFA_big.jpg,1,2026年04月11日 18:11,"台北MO
+2000twd给了两天顶套",0,
152,342EA5CA-D2F1-4E71-A066-1715C1E13ED9_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/342EA5CA-D2F1-4E71-A066-1715C1E13ED9_big.jpg,1,2026年04月11日 18:11,"台北MO
+2000twd给了两天顶套",0,
153,CBD24E0C-F02C-4750-B0AD-59947B1E324D_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/CBD24E0C-F02C-4750-B0AD-59947B1E324D_big.jpg,1,2026年04月11日 18:11,"台北MO
+2000twd给了两天顶套",0,
154,B902D81A-9227-46BF-987F-911D08639239_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/B902D81A-9227-46BF-987F-911D08639239_big.jpg,1,2026年04月11日 18:11,"台北MO
+2000twd给了两天顶套",0,
155,1D8B0ABC-2AB1-431B-B192-8DAA8E80497C_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/1D8B0ABC-2AB1-431B-B192-8DAA8E80497C_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
156,EA233811-90C3-45AF-9676-D7DD82FB56C8_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/EA233811-90C3-45AF-9676-D7DD82FB56C8_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
157,2AA36646-70AD-423D-883D-B76F2D51F84B_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/2AA36646-70AD-423D-883D-B76F2D51F84B_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
158,A97B3B28-49C1-4EEA-9CD4-9461E4DA5C89_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/A97B3B28-49C1-4EEA-9CD4-9461E4DA5C89_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
159,297B99B5-859D-49A3-833D-AE1D4D00F6E5_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/297B99B5-859D-49A3-833D-AE1D4D00F6E5_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
160,ABE52F3A-6E89-4454-A169-3954CA24CB82_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/ABE52F3A-6E89-4454-A169-3954CA24CB82_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
161,9A0DA472-E617-4193-B50F-841A896678A5_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/9A0DA472-E617-4193-B50F-841A896678A5_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
162,106E5706-958E-446E-A9C0-EF6F7A208284_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/106E5706-958E-446E-A9C0-EF6F7A208284_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
163,0DB53012-57B2-4283-AEA8-A30EA6E5956B_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/0DB53012-57B2-4283-AEA8-A30EA6E5956B_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
164,A2B7DFDF-371B-4F41-9442-A998C292CA32_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/A2B7DFDF-371B-4F41-9442-A998C292CA32_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
165,5E93CA4F-BAC6-4A70-B1C4-14CE45117EDD_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/5E93CA4F-BAC6-4A70-B1C4-14CE45117EDD_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
166,B2B2A8C8-FDCE-4946-ABDC-426CA1E546CE_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/B2B2A8C8-FDCE-4946-ABDC-426CA1E546CE_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
167,C3C0C581-F248-467E-809A-6AB8D165BC6D_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/C3C0C581-F248-467E-809A-6AB8D165BC6D_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
168,3BC0CE17-9DA8-4867-81E9-729CB72C996E_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/3BC0CE17-9DA8-4867-81E9-729CB72C996E_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
169,6A577101-53ED-4DA5-BE24-B17B97FA8C24_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/6A577101-53ED-4DA5-BE24-B17B97FA8C24_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
170,8040E2BA-1CEC-40CC-8EC8-D9C932ECBDC7_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/8040E2BA-1CEC-40CC-8EC8-D9C932ECBDC7_big.jpg,弦卷心的Tourbillon Sm,2026年04月17日 14:17,"Amangiri，全美第一Aman，全包式三餐除了酒，味道大多普通。
房间设计可谓普通，没有任何智能化设备，但得力与环境和公区有极强的海市蜃楼感。
experience比较有意思并且有相对其他aman来说有趣的免费活动，全程都是和其他Aman一样的BMW。
无任何公共交通，最近机场为page，mini bar丰富但无任何酒由于犹他州法律，但想喝酒打电话就可以送。",0,
171,79B75A86-6D0E-4707-8123-EA362C29D4C2_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/79B75A86-6D0E-4707-8123-EA362C29D4C2_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
172,0FA91E9E-CC12-44FF-B1B2-D39C44D79DA0_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/0FA91E9E-CC12-44FF-B1B2-D39C44D79DA0_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
173,ED6833DB-4DFF-44C6-81B7-5D7EA5182B42_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/ED6833DB-4DFF-44C6-81B7-5D7EA5182B42_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
174,FFD54D56-DDA5-4FC4-A83E-1516340F0314_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/FFD54D56-DDA5-4FC4-A83E-1516340F0314_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
175,B3A11BC8-30A3-40E2-B850-9A341F36B8DB_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/B3A11BC8-30A3-40E2-B850-9A341F36B8DB_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
176,8AD706CF-7961-401F-87BD-F7C6E60489B6_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/8AD706CF-7961-401F-87BD-F7C6E60489B6_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
177,5F3AF231-012D-4165-B742-74F0D81F604F_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/5F3AF231-012D-4165-B742-74F0D81F604F_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
178,35FCBB89-8355-40EE-8FEB-8F9C0B90438D_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/35FCBB89-8355-40EE-8FEB-8F9C0B90438D_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
179,AE4FF583-B0F1-4BF4-A3A8-AC8742AD93BA_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/AE4FF583-B0F1-4BF4-A3A8-AC8742AD93BA_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
180,C494FA67-1788-462C-849A-D1606C797A97_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/C494FA67-1788-462C-849A-D1606C797A97_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
181,BF862DE8-34C1-4EC2-93B2-7A7AB6872C1F_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/BF862DE8-34C1-4EC2-93B2-7A7AB6872C1F_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
182,8D8605EA-0DC3-4AF0-85E2-25938B833AE3_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/8D8605EA-0DC3-4AF0-85E2-25938B833AE3_big.jpg,弦卷心的Tourbillon Sm,2026年04月24日 19:26,"Amantaka，老挝
包两餐，khan suites
前法国疗养院，再之前是军医院，据说总套是停尸房。
评测还没写好，minibar实在是扣，接送车辆非官方合作的BMW",0,
183,F7A106F1-58A2-4C83-AA54-BC31DE80866E_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/F7A106F1-58A2-4C83-AA54-BC31DE80866E_big.jpg,番茄奶龙,2026年05月01日 11:12,虹桥机场希尔顿,0,
184,1A30D931-34E2-4A1C-BB66-63CD1BDA3821_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/1A30D931-34E2-4A1C-BB66-63CD1BDA3821_big.jpg,番茄奶龙,2026年05月01日 11:13,虹桥机场希尔顿,0,
185,1AC4C636-43AB-428C-834B-F507F3054186_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/1AC4C636-43AB-428C-834B-F507F3054186_big.jpg,番茄奶龙,2026年05月01日 11:13,虹桥机场希尔顿,0,
186,E93ECA57-2A8E-4880-8FF2-5FBBAE417261_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/E93ECA57-2A8E-4880-8FF2-5FBBAE417261_big.jpg,番茄奶龙,2026年05月01日 11:13,虹桥机场希尔顿,0,
187,FFF39F58-29BE-49EA-B4A6-0966C6276033_big.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/酒店房间（展示要饭成果）/images/FFF39F58-29BE-49EA-B4A6-0966C6276033_big.jpg,番茄奶龙,2026年05月01日 11:13,虹桥机场希尔顿,0,
